Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,620.25,625.4500122070312,617.5499877929688,623.7999877929688,623.7999877929688,6047062
2021-01-04,627.7999877929688,633.0,621.2999877929688,624.7000122070312,624.7000122070312,14068156
2021-01-05,618.0,667.9000244140625,618.0,664.4500122070312,664.4500122070312,37973963
2021-01-06,662.0,667.1500244140625,649.1500244140625,654.25,654.25,20829645
2021-01-07,659.0,676.5,659.0,671.0999755859375,671.0999755859375,17887570
2021-01-08,678.0,678.8499755859375,668.5,672.7000122070312,672.7000122070312,12272794
2021-01-11,676.0,676.6500244140625,660.1500244140625,666.9500122070312,666.9500122070312,7928365
2021-01-12,661.2999877929688,685.0,659.25,675.7000122070312,675.7000122070312,13301893
2021-01-13,676.0,691.2000122070312,669.0499877929688,687.7999877929688,687.7999877929688,15645903
2021-01-14,678.5,687.7999877929688,674.6500244140625,676.0,676.0,9337503
2021-01-15,677.5999755859375,682.9500122070312,669.5999755859375,674.8499755859375,674.8499755859375,12339771
2021-01-18,674.4500122070312,675.0,651.1500244140625,657.0,657.0,13460603
2021-01-19,663.5499877929688,671.9500122070312,659.75,668.75,668.75,9010539
2021-01-20,664.0,680.9500122070312,664.0,675.75,675.75,9980614
2021-01-21,680.75,695.0,669.75,675.8499755859375,675.8499755859375,15849438
2021-01-22,670.0,673.9000244140625,638.7999877929688,644.5,644.5,21392223
2021-01-25,654.0,668.0,639.3499755859375,658.4000244140625,658.4000244140625,21325345
2021-01-27,659.9500122070312,663.7999877929688,627.4000244140625,632.0999755859375,632.0999755859375,24462588
2021-01-28,622.0,674.7000122070312,616.0,670.7000122070312,670.7000122070312,64303975
2021-01-29,671.0,675.8499755859375,653.0,662.9000244140625,662.9000244140625,31273252
2021-02-01,665.0,717.0,654.3499755859375,709.3499755859375,709.3499755859375,30648270
2021-02-02,719.25,744.9500122070312,704.2000122070312,714.2000122070312,714.2000122070312,28703320
2021-02-03,720.0,736.7999877929688,715.5499877929688,733.7999877929688,733.7999877929688,23541361
2021-02-04,730.0,745.5,720.5999755859375,743.9000244140625,743.9000244140625,20490289
2021-02-05,749.0,766.2999877929688,717.0,719.5999755859375,719.5999755859375,31121503
2021-02-08,726.0,747.7999877929688,726.0,736.1500244140625,736.1500244140625,15662890
2021-02-09,735.75,750.0,726.2000122070312,742.5,742.5,22307807
2021-02-10,741.5499877929688,746.4000244140625,726.0999755859375,734.7999877929688,734.7999877929688,15140744
2021-02-11,731.0,744.1500244140625,731.0,740.0999755859375,740.0999755859375,11897710
2021-02-12,735.5,754.7000122070312,734.5499877929688,750.4000244140625,750.4000244140625,15668442
